Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
18/12/2020,Flevoland,24,Ziekenhuisopname,2,423
19/12/2020,Flevoland,24,Overleden,0,152
19/12/2020,Flevoland,24,Totaal,263,15793
19/12/2020,Flevoland,24,Ziekenhuisopname,2,425
20/12/2020,Flevoland,24,Overleden,0,152
20/12/2020,Flevoland,24,Totaal,394,16187
20/12/2020,Flevoland,24,Ziekenhuisopname,3,428
21/12/2020,Flevoland,24,Overleden,0,152
21/12/2020,Flevoland,24,Totaal,371,16558
21/12/2020,Flevoland,24,Ziekenhuisopname,4,432
22/12/2020,Flevoland,24,Overleden,1,153
22/12/2020,Flevoland,24,Totaal,362,16920
22/12/2020,Flevoland,24,Ziekenhuisopname,1,433
23/12/2020,Flevoland,24,Overleden,0,153
23/12/2020,Flevoland,24,Totaal,371,17291
23/12/2020,Flevoland,24,Ziekenhuisopname,3,436
24/12/2020,Flevoland,24,Overleden,1,154
24/12/2020,Flevoland,24,Totaal,327,17618
24/12/2020,Flevoland,24,Ziekenhuisopname,3,439
25/12/2020,Flevoland,24,Overleden,2,156
25/12/2020,Flevoland,24,Totaal,310,17928
25/12/2020,Flevoland,24,Ziekenhuisopname,3,442
26/12/2020,Flevoland,24,Overleden,0,156
26/12/2020,Flevoland,24,Totaal,239,18167
26/12/2020,Flevoland,24,Ziekenhuisopname,1,443
27/12/2020,Flevoland,24,Overleden,0,156
27/12/2020,Flevoland,24,Totaal,303,18470
27/12/2020,Flevoland,24,Ziekenhuisopname,2,445
28/12/2020,Flevoland,24,Overleden,0,156
28/12/2020,Flevoland,24,Totaal,268,18738
28/12/2020,Flevoland,24,Ziekenhuisopname,2,447
29/12/2020,Flevoland,24,Overleden,0,156
29/12/2020,Flevoland,24,Totaal,213,18951
29/12/2020,Flevoland,24,Ziekenhuisopname,3,450
30/12/2020,Flevoland,24,Overleden,0,156
30/12/2020,Flevoland,24,Totaal,317,19268
30/12/2020,Flevoland,24,Ziekenhuisopname,1,451
31/12/2020,Flevoland,24,Overleden,0,156
31/12/2020,Flevoland,24,Totaal,270,19538
31/12/2020,Flevoland,24,Ziekenhuisopname,3,454
01/01/2021,Flevoland,24,Overleden,1,157
01/01/2021,Flevoland,24,Totaal,164,19702
01/01/2021,Flevoland,24,Ziekenhuisopname,3,457
02/01/2021,Flevoland,24,Overleden,0,157
02/01/2021,Flevoland,24,Totaal,292,19994
02/01/2021,Flevoland,24,Ziekenhuisopname,0,457
03/01/2021,Flevoland,24,Overleden,2,159
03/01/2021,Flevoland,24,Totaal,230,20224
03/01/2021,Flevoland,24,Ziekenhuisopname,0,457
04/01/2021,Flevoland,24,Overleden,1,160
04/01/2021,Flevoland,24,Totaal,190,20414
04/01/2021,Flevoland,24,Ziekenhuisopname,3,460
05/01/2021,Flevoland,24,Overleden,2,162
05/01/2021,Flevoland,24,Totaal,120,20534
05/01/2021,Flevoland,24,Ziekenhuisopname,1,461
06/01/2021,Flevoland,24,Overleden,1,163
06/01/2021,Flevoland,24,Totaal,200,20734
06/01/2021,Flevoland,24,Ziekenhuisopname,3,464
07/01/2021,Flevoland,24,Overleden,0,163
07/01/2021,Flevoland,24,Totaal,208,20942
07/01/2021,Flevoland,24,Ziekenhuisopname,2,466
08/01/2021,Flevoland,24,Overleden,1,164
08/01/2021,Flevoland,24,Totaal,213,21155
08/01/2021,Flevoland,24,Ziekenhuisopname,2,468
09/01/2021,Flevoland,24,Overleden,0,164
09/01/2021,Flevoland,24,Totaal,200,21355
09/01/2021,Flevoland,24,Ziekenhuisopname,1,469
10/01/2021,Flevoland,24,Overleden,1,165
10/01/2021,Flevoland,24,Totaal,141,21496
10/01/2021,Flevoland,24,Ziekenhuisopname,0,469
11/01/2021,Flevoland,24,Overleden,3,168
11/01/2021,Flevoland,24,Totaal,144,21640
11/01/2021,Flevoland,24,Ziekenhuisopname,0,469
12/01/2021,Flevoland,24,Overleden,2,170
12/01/2021,Flevoland,24,Totaal,144,21784
12/01/2021,Flevoland,24,Ziekenhuisopname,6,475
13/01/2021,Flevoland,24,Overleden,2,172
13/01/2021,Flevoland,24,Totaal,141,21925
13/01/2021,Flevoland,24,Ziekenhuisopname,3,478
14/01/2021,Flevoland,24,Overleden,2,174
14/01/2021,Flevoland,24,Totaal,157,22082
14/01/2021,Flevoland,24,Ziekenhuisopname,-1,477
15/01/2021,Flevoland,24,Overleden,3,177
15/01/2021,Flevoland,24,Totaal,113,22195
15/01/2021,Flevoland,24,Ziekenhuisopname,0,477
16/01/2021,Flevoland,24,Overleden,0,177
16/01/2021,Flevoland,24,Totaal,101,22296
16/01/2021,Flevoland,24,Ziekenhuisopname,1,478
17/01/2021,Flevoland,24,Overleden,0,177
17/01/2021,Flevoland,24,Totaal,132,22428
17/01/2021,Flevoland,24,Ziekenhuisopname,0,478
18/01/2021,Flevoland,24,Overleden,1,178
18/01/2021,Flevoland,24,Totaal,119,22547
18/01/2021,Flevoland,24,Ziekenhuisopname,1,479
19/01/2021,Flevoland,24,Overleden,4,182
19/01/2021,Flevoland,24,Totaal,108,22655
19/01/2021,Flevoland,24,Ziekenhuisopname,2,481
20/01/2021,Flevoland,24,Overleden,0,182
20/01/2021,Flevoland,24,Totaal,100,22755
20/01/2021,Flevoland,24,Ziekenhuisopname,2,483
21/01/2021,Flevoland,24,Overleden,2,184
21/01/2021,Flevoland,24,Totaal,129,22884
21/01/2021,Flevoland,24,Ziekenhuisopname,3,486
22/01/2021,Flevoland,24,Overleden,1,185
22/01/2021,Flevoland,24,Totaal,75,22959
22/01/2021,Flevoland,24,Ziekenhuisopname,1,487
23/01/2021,Flevoland,24,Overleden,3,188
23/01/2021,Flevoland,24,Totaal,99,23058
23/01/2021,Flevoland,24,Ziekenhuisopname,0,487
24/01/2021,Flevoland,24,Overleden,1,189
24/01/2021,Flevoland,24,Totaal,111,23169
24/01/2021,Flevoland,24,Ziekenhuisopname,1,488
25/01/2021,Flevoland,24,Overleden,0,189
25/01/2021,Flevoland,24,Totaal,73,23242
25/01/2021,Flevoland,24,Ziekenhuisopname,0,488
26/01/2021,Flevoland,24,Overleden,3,192
26/01/2021,Flevoland,24,Totaal,63,23305
26/01/2021,Flevoland,24,Ziekenhuisopname,0,488
27/01/2021,Flevoland,24,Overleden,0,192
27/01/2021,Flevoland,24,Totaal,108,23413
27/01/2021,Flevoland,24,Ziekenhuisopname,6,494
28/01/2021,Flevoland,24,Overleden,0,192
28/01/2021,Flevoland,24,Totaal,108,23521
28/01/2021,Flevoland,24,Ziekenhuisopname,0,494
29/01/2021,Flevoland,24,Overleden,0,192
29/01/2021,Flevoland,24,Totaal,108,23629
29/01/2021,Flevoland,24,Ziekenhuisopname,1,495
30/01/2021,Flevoland,24,Overleden,1,193
30/01/2021,Flevoland,24,Totaal,89,23718
30/01/2021,Flevoland,24,Ziekenhuisopname,1,496
31/01/2021,Flevoland,24,Overleden,1,194
31/01/2021,Flevoland,24,Totaal,81,23799
31/01/2021,Flevoland,24,Ziekenhuisopname,0,496
01/02/2021,Flevoland,24,Overleden,0,194
01/02/2021,Flevoland,24,Totaal,70,23869
01/02/2021,Flevoland,24,Ziekenhuisopname,0,496
02/02/2021,Flevoland,24,Overleden,1,195
02/02/2021,Flevoland,24,Totaal,87,23956
02/02/2021,Flevoland,24,Ziekenhuisopname,0,496
03/02/2021,Flevoland,24,Overleden,0,195
03/02/2021,Flevoland,24,Totaal,83,24039
03/02/2021,Flevoland,24,Ziekenhuisopname,1,497
04/02/2021,Flevoland,24,Overleden,0,195
04/02/2021,Flevoland,24,Totaal,91,24130
04/02/2021,Flevoland,24,Ziekenhuisopname,2,499
05/02/2021,Flevoland,24,Overleden,1,196
05/02/2021,Flevoland,24,Totaal,61,24191
05/02/2021,Flevoland,24,Ziekenhuisopname,1,500
06/02/2021,Flevoland,24,Overleden,1,197
06/02/2021,Flevoland,24,Totaal,73,24264
06/02/2021,Flevoland,24,Ziekenhuisopname,1,501
07/02/2021,Flevoland,24,Overleden,0,197
07/02/2021,Flevoland,24,Totaal,84,24348
07/02/2021,Flevoland,24,Ziekenhuisopname,0,501
08/02/2021,Flevoland,24,Overleden,1,198
08/02/2021,Flevoland,24,Totaal,72,24420
08/02/2021,Flevoland,24,Ziekenhuisopname,2,503
09/02/2021,Flevoland,24,Overleden,1,199
09/02/2021,Flevoland,24,Totaal,27,24447
09/02/2021,Flevoland,24,Ziekenhuisopname,2,505
10/02/2021,Flevoland,24,Overleden,0,199
10/02/2021,Flevoland,24,Totaal,39,24486
10/02/2021,Flevoland,24,Ziekenhuisopname,2,507
11/02/2021,Flevoland,24,Overleden,0,199
11/02/2021,Flevoland,24,Totaal,66,24552
11/02/2021,Flevoland,24,Ziekenhuisopname,1,508
12/02/2021,Flevoland,24,Overleden,0,199
12/02/2021,Flevoland,24,Totaal,98,24650
12/02/2021,Flevoland,24,Ziekenhuisopname,1,509
13/02/2021,Flevoland,24,Overleden,1,200
13/02/2021,Flevoland,24,Totaal,75,24725
13/02/2021,Flevoland,24,Ziekenhuisopname,0,509
14/02/2021,Flevoland,24,Overleden,0,200
14/02/2021,Flevoland,24,Totaal,72,24797
14/02/2021,Flevoland,24,Ziekenhuisopname,1,510
15/02/2021,Flevoland,24,Overleden,0,200
15/02/2021,Flevoland,24,Totaal,68,24865
15/02/2021,Flevoland,24,Ziekenhuisopname,0,510
16/02/2021,Flevoland,24,Overleden,1,201
16/02/2021,Flevoland,24,Totaal,43,24908
16/02/2021,Flevoland,24,Ziekenhuisopname,1,511
17/02/2021,Flevoland,24,Overleden,3,204
17/02/2021,Flevoland,24,Totaal,54,24962
17/02/2021,Flevoland,24,Ziekenhuisopname,4,515
18/02/2021,Flevoland,24,Overleden,1,205
18/02/2021,Flevoland,24,Totaal,62,25024
18/02/2021,Flevoland,24,Ziekenhuisopname,3,518
19/02/2021,Flevoland,24,Overleden,0,205
19/02/2021,Flevoland,24,Totaal,71,25095
19/02/2021,Flevoland,24,Ziekenhuisopname,0,518
20/02/2021,Flevoland,24,Overleden,1,206
20/02/2021,Flevoland,24,Totaal,86,25181
20/02/2021,Flevoland,24,Ziekenhuisopname,1,519
21/02/2021,Flevoland,24,Overleden,0,206
21/02/2021,Flevoland,24,Totaal,68,25249
21/02/2021,Flevoland,24,Ziekenhuisopname,1,520
22/02/2021,Flevoland,24,Overleden,1,207
22/02/2021,Flevoland,24,Totaal,66,25315
22/02/2021,Flevoland,24,Ziekenhuisopname,2,522
23/02/2021,Flevoland,24,Overleden,1,208
23/02/2021,Flevoland,24,Totaal,89,25404
23/02/2021,Flevoland,24,Ziekenhuisopname,0,522
24/02/2021,Flevoland,24,Overleden,1,209
24/02/2021,Flevoland,24,Totaal,68,25472
24/02/2021,Flevoland,24,Ziekenhuisopname,3,525
25/02/2021,Flevoland,24,Overleden,1,210
25/02/2021,Flevoland,24,Totaal,58,25530
25/02/2021,Flevoland,24,Ziekenhuisopname,2,527
26/02/2021,Flevoland,24,Overleden,1,211
26/02/2021,Flevoland,24,Totaal,108,25638
26/02/2021,Flevoland,24,Ziekenhuisopname,1,528
27/02/2021,Flevoland,24,Overleden,0,211
27/02/2021,Flevoland,24,Totaal,81,25719
27/02/2021,Flevoland,24,Ziekenhuisopname,1,529
28/02/2021,Flevoland,24,Overleden,0,211
28/02/2021,Flevoland,24,Totaal,73,25792
28/02/2021,Flevoland,24,Ziekenhuisopname,1,530
01/03/2021,Flevoland,24,Overleden,0,211
01/03/2021,Flevoland,24,Totaal,75,25867
01/03/2021,Flevoland,24,Ziekenhuisopname,2,532
02/03/2021,Flevoland,24,Overleden,5,216
02/03/2021,Flevoland,24,Totaal,76,25943
02/03/2021,Flevoland,24,Ziekenhuisopname,1,533
03/03/2021,Flevoland,24,Overleden,0,216
03/03/2021,Flevoland,24,Totaal,89,26032
03/03/2021,Flevoland,24,Ziekenhuisopname,2,535
04/03/2021,Flevoland,24,Overleden,0,216
04/03/2021,Flevoland,24,Totaal,79,26111
04/03/2021,Flevoland,24,Ziekenhuisopname,0,535
05/03/2021,Flevoland,24,Overleden,0,216
05/03/2021,Flevoland,24,Totaal,77,26188
05/03/2021,Flevoland,24,Ziekenhuisopname,0,535
06/03/2021,Flevoland,24,Overleden,1,217
06/03/2021,Flevoland,24,Totaal,118,26306
06/03/2021,Flevoland,24,Ziekenhuisopname,0,535
07/03/2021,Flevoland,24,Overleden,0,217
07/03/2021,Flevoland,24,Totaal,81,26387
07/03/2021,Flevoland,24,Ziekenhuisopname,1,536
08/03/2021,Flevoland,24,Overleden,0,217
08/03/2021,Flevoland,24,Totaal,79,26466
08/03/2021,Flevoland,24,Ziekenhuisopname,1,537
09/03/2021,Flevoland,24,Overleden,1,218
09/03/2021,Flevoland,24,Totaal,62,26528
09/03/2021,Flevoland,24,Ziekenhuisopname,3,540
10/03/2021,Flevoland,24,Overleden,1,219
10/03/2021,Flevoland,24,Totaal,99,26627
10/03/2021,Flevoland,24,Ziekenhuisopname,4,544
11/03/2021,Flevoland,24,Overleden,0,219
11/03/2021,Flevoland,24,Totaal,85,26712
11/03/2021,Flevoland,24,Ziekenhuisopname,3,547
12/03/2021,Flevoland,24,Overleden,0,219
12/03/2021,Flevoland,24,Totaal,97,26809
12/03/2021,Flevoland,24,Ziekenhuisopname,0,547
13/03/2021,Flevoland,24,Overleden,0,219
13/03/2021,Flevoland,24,Totaal,90,26899
13/03/2021,Flevoland,24,Ziekenhuisopname,1,548
14/03/2021,Flevoland,24,Overleden,1,220
14/03/2021,Flevoland,24,Totaal,110,27009
14/03/2021,Flevoland,24,Ziekenhuisopname,3,551
15/03/2021,Flevoland,24,Overleden,1,221
15/03/2021,Flevoland,24,Totaal,74,27083
15/03/2021,Flevoland,24,Ziekenhuisopname,1,552
16/03/2021,Flevoland,24,Overleden,1,222
16/03/2021,Flevoland,24,Totaal,74,27157
16/03/2021,Flevoland,24,Ziekenhuisopname,2,554
17/03/2021,Flevoland,24,Overleden,2,224
17/03/2021,Flevoland,24,Totaal,121,27278
17/03/2021,Flevoland,24,Ziekenhuisopname,1,555
18/03/2021,Flevoland,24,Overleden,1,225
18/03/2021,Flevoland,24,Totaal,124,27402
18/03/2021,Flevoland,24,Ziekenhuisopname,2,557
19/03/2021,Flevoland,24,Overleden,0,225
19/03/2021,Flevoland,24,Totaal,116,27518
19/03/2021,Flevoland,24,Ziekenhuisopname,2,559
20/03/2021,Flevoland,24,Overleden,0,225
20/03/2021,Flevoland,24,Totaal,92,27610
20/03/2021,Flevoland,24,Ziekenhuisopname,0,559
21/03/2021,Flevoland,24,Overleden,0,225
21/03/2021,Flevoland,24,Totaal,142,27752
21/03/2021,Flevoland,24,Ziekenhuisopname,0,559
22/03/2021,Flevoland,24,Overleden,0,225
22/03/2021,Flevoland,24,Totaal,150,27902
22/03/2021,Flevoland,24,Ziekenhuisopname,1,560
23/03/2021,Flevoland,24,Overleden,0,225
23/03/2021,Flevoland,24,Totaal,114,28016
23/03/2021,Flevoland,24,Ziekenhuisopname,4,564
25/03/2021,Flevoland,24,Overleden,0,225
25/03/2021,Flevoland,24,Totaal,151,28314
25/03/2021,Flevoland,24,Ziekenhuisopname,1,566
26/03/2021,Flevoland,24,Overleden,0,225
26/03/2021,Flevoland,24,Totaal,116,28430
26/03/2021,Flevoland,24,Ziekenhuisopname,4,570
27/03/2021,Flevoland,24,Overleden,0,225
27/03/2021,Flevoland,24,Totaal,176,28606
27/03/2021,Flevoland,24,Ziekenhuisopname,2,572
28/03/2021,Flevoland,24,Overleden,0,225
28/03/2021,Flevoland,24,Totaal,137,28743
28/03/2021,Flevoland,24,Ziekenhuisopname,1,573
29/03/2021,Flevoland,24,Overleden,0,225
29/03/2021,Flevoland,24,Totaal,136,28879
29/03/2021,Flevoland,24,Ziekenhuisopname,1,574
30/03/2021,Flevoland,24,Overleden,0,225
30/03/2021,Flevoland,24,Totaal,134,29013
30/03/2021,Flevoland,24,Ziekenhuisopname,0,574
31/03/2021,Flevoland,24,Overleden,0,225
31/03/2021,Flevoland,24,Totaal,111,29124
31/03/2021,Flevoland,24,Ziekenhuisopname,0,574
01/04/2021,Flevoland,24,Overleden,1,226
01/04/2021,Flevoland,24,Totaal,165,29289
01/04/2021,Flevoland,24,Ziekenhuisopname,1,575
02/04/2021,Flevoland,24,Overleden,0,226
02/04/2021,Flevoland,24,Totaal,126,29415
02/04/2021,Flevoland,24,Ziekenhuisopname,2,577
03/04/2021,Flevoland,24,Overleden,0,226
03/04/2021,Flevoland,24,Totaal,139,29554
03/04/2021,Flevoland,24,Ziekenhuisopname,0,577
04/04/2021,Flevoland,24,Overleden,0,226
04/04/2021,Flevoland,24,Totaal,134,29688
04/04/2021,Flevoland,24,Ziekenhuisopname,2,579
05/04/2021,Flevoland,24,Overleden,0,226
05/04/2021,Flevoland,24,Totaal,98,29786
05/04/2021,Flevoland,24,Ziekenhuisopname,0,579
06/04/2021,Flevoland,24,Overleden,0,226
06/04/2021,Flevoland,24,Totaal,135,29921
06/04/2021,Flevoland,24,Ziekenhuisopname,2,581
07/04/2021,Flevoland,24,Overleden,0,226
07/04/2021,Flevoland,24,Totaal,135,30056
07/04/2021,Flevoland,24,Ziekenhuisopname,2,583
08/04/2021,Flevoland,24,Overleden,0,226
08/04/2021,Flevoland,24,Totaal,103,30159
08/04/2021,Flevoland,24,Ziekenhuisopname,0,583
09/04/2021,Flevoland,24,Overleden,0,226
09/04/2021,Flevoland,24,Totaal,160,30319
09/04/2021,Flevoland,24,Ziekenhuisopname,1,584
10/04/2021,Flevoland,24,Overleden,0,226
10/04/2021,Flevoland,24,Totaal,152,30471
10/04/2021,Flevoland,24,Ziekenhuisopname,1,585
11/04/2021,Flevoland,24,Overleden,0,226
11/04/2021,Flevoland,24,Totaal,155,30626
11/04/2021,Flevoland,24,Ziekenhuisopname,4,589
12/04/2021,Flevoland,24,Overleden,0,226
12/04/2021,Flevoland,24,Totaal,153,30779
12/04/2021,Flevoland,24,Ziekenhuisopname,1,590
13/04/2021,Flevoland,24,Overleden,1,227
13/04/2021,Flevoland,24,Totaal,116,30895
13/04/2021,Flevoland,24,Ziekenhuisopname,3,593
14/04/2021,Flevoland,24,Overleden,0,227
14/04/2021,Flevoland,24,Totaal,153,31048
14/04/2021,Flevoland,24,Ziekenhuisopname,0,593
15/04/2021,Flevoland,24,Overleden,0,227
15/04/2021,Flevoland,24,Totaal,180,31228
15/04/2021,Flevoland,24,Ziekenhuisopname,3,596
16/04/2021,Flevoland,24,Overleden,1,228
16/04/2021,Flevoland,24,Totaal,144,31372
16/04/2021,Flevoland,24,Ziekenhuisopname,0,596
17/04/2021,Flevoland,24,Overleden,0,228
17/04/2021,Flevoland,24,Totaal,159,31531
17/04/2021,Flevoland,24,Ziekenhuisopname,5,601
27/02/2020,Friesland,21,Overleden,,
27/02/2020,Friesland,21,Totaal,,0
27/02/2020,Friesland,21,Ziekenhuisopname,,
28/02/2020,Friesland,21,Overleden,,
28/02/2020,Friesland,21,Totaal,0,0
28/02/2020,Friesland,21,Ziekenhuisopname,,
29/02/2020,Friesland,21,Overleden,,
29/02/2020,Friesland,21,Totaal,0,0
29/02/2020,Friesland,21,Ziekenhuisopname,,
01/03/2020,Friesland,21,Overleden,,
01/03/2020,Friesland,21,Totaal,0,0
01/03/2020,Friesland,21,Ziekenhuisopname,,
02/03/2020,Friesland,21,Overleden,,
02/03/2020,Friesland,21,Totaal,0,0
02/03/2020,Friesland,21,Ziekenhuisopname,,
03/03/2020,Friesland,21,Overleden,,
03/03/2020,Friesland,21,Totaal,0,0
03/03/2020,Friesland,21,Ziekenhuisopname,,
04/03/2020,Friesland,21,Overleden,,
04/03/2020,Friesland,21,Totaal,0,0
04/03/2020,Friesland,21,Ziekenhuisopname,,
05/03/2020,Friesland,21,Overleden,,
05/03/2020,Friesland,21,Totaal,0,0
05/03/2020,Friesland,21,Ziekenhuisopname,,
06/03/2020,Friesland,21,Overleden,,
06/03/2020,Friesland,21,Totaal,0,0
06/03/2020,Friesland,21,Ziekenhuisopname,,
07/03/2020,Friesland,21,Overleden,,
07/03/2020,Friesland,21,Totaal,0,0
07/03/2020,Friesland,21,Ziekenhuisopname,,
08/03/2020,Friesland,21,Overleden,,
08/03/2020,Friesland,21,Totaal,0,0
08/03/2020,Friesland,21,Ziekenhuisopname,,
09/03/2020,Friesland,21,Overleden,,
09/03/2020,Friesland,21,Totaal,0,0
09/03/2020,Friesland,21,Ziekenhuisopname,,
10/03/2020,Friesland,21,Overleden,,
10/03/2020,Friesland,21,Totaal,2,2
10/03/2020,Friesland,21,Ziekenhuisopname,,
11/03/2020,Friesland,21,Overleden,,
11/03/2020,Friesland,21,Totaal,1,3
11/03/2020,Friesland,21,Ziekenhuisopname,,
12/03/2020,Friesland,21,Overleden,,
12/03/2020,Friesland,21,Totaal,3,6
12/03/2020,Friesland,21,Ziekenhuisopname,,
13/03/2020,Friesland,21,Overleden,,0
13/03/2020,Friesland,21,Totaal,1,7
13/03/2020,Friesland,21,Ziekenhuisopname,,1
14/03/2020,Friesland,21,Overleden,0,0
14/03/2020,Friesland,21,Totaal,1,8
14/03/2020,Friesland,21,Ziekenhuisopname,0,1
15/03/2020,Friesland,21,Overleden,0,0
15/03/2020,Friesland,21,Totaal,2,10
15/03/2020,Friesland,21,Ziekenhuisopname,0,1
16/03/2020,Friesland,21,Overleden,0,0
16/03/2020,Friesland,21,Totaal,3,13
16/03/2020,Friesland,21,Ziekenhuisopname,1,2
17/03/2020,Friesland,21,Overleden,0,0
17/03/2020,Friesland,21,Totaal,1,14
17/03/2020,Friesland,21,Ziekenhuisopname,0,2
18/03/2020,Friesland,21,Overleden,0,0
18/03/2020,Friesland,21,Totaal,4,18
18/03/2020,Friesland,21,Ziekenhuisopname,3,5
19/03/2020,Friesland,21,Overleden,1,1
19/03/2020,Friesland,21,Totaal,2,20
19/03/2020,Friesland,21,Ziekenhuisopname,0,5
20/03/2020,Friesland,21,Overleden,0,1
20/03/2020,Friesland,21,Totaal,19,39
20/03/2020,Friesland,21,Ziekenhuisopname,1,6
21/03/2020,Friesland,21,Overleden,0,1
21/03/2020,Friesland,21,Totaal,-6,33
21/03/2020,Friesland,21,Ziekenhuisopname,7,13
22/03/2020,Friesland,21,Overleden,0,1
22/03/2020,Friesland,21,Totaal,1,34
22/03/2020,Friesland,21,Ziekenhuisopname,0,13
23/03/2020,Friesland,21,Overleden,0,1
23/03/2020,Friesland,21,Totaal,5,39
23/03/2020,Friesland,21,Ziekenhuisopname,4,17
24/03/2020,Friesland,21,Overleden,0,1
24/03/2020,Friesland,21,Totaal,2,41
24/03/2020,Friesland,21,Ziekenhuisopname,2,19
25/03/2020,Friesland,21,Overleden,0,1
25/03/2020,Friesland,21,Totaal,10,51
25/03/2020,Friesland,21,Ziekenhuisopname,5,24
26/03/2020,Friesland,21,Overleden,1,2
26/03/2020,Friesland,21,Totaal,17,68
26/03/2020,Friesland,21,Ziekenhuisopname,10,34
27/03/2020,Friesland,21,Overleden,1,3
27/03/2020,Friesland,21,Totaal,13,81
27/03/2020,Friesland,21,Ziekenhuisopname,9,43
28/03/2020,Friesland,21,Overleden,0,3
28/03/2020,Friesland,21,Totaal,15,96
28/03/2020,Friesland,21,Ziekenhuisopname,2,45
29/03/2020,Friesland,21,Overleden,1,4
29/03/2020,Friesland,21,Totaal,23,119
29/03/2020,Friesland,21,Ziekenhuisopname,11,56
30/03/2020,Friesland,21,Overleden,2,6
30/03/2020,Friesland,21,Totaal,5,124
30/03/2020,Friesland,21,Ziekenhuisopname,4,60
31/03/2020,Friesland,21,Overleden,5,11
31/03/2020,Friesland,21,Totaal,7,131
31/03/2020,Friesland,21,Ziekenhuisopname,4,64
01/04/2020,Friesland,21,Overleden,0,11
01/04/2020,Friesland,21,Totaal,14,145
01/04/2020,Friesland,21,Ziekenhuisopname,8,72
02/04/2020,Friesland,21,Overleden,2,13
02/04/2020,Friesland,21,Totaal,20,165
02/04/2020,Friesland,21,Ziekenhuisopname,6,78
03/04/2020,Friesland,21,Overleden,1,14
03/04/2020,Friesland,21,Totaal,17,182
03/04/2020,Friesland,21,Ziekenhuisopname,7,85
04/04/2020,Friesland,21,Overleden,2,16
04/04/2020,Friesland,21,Totaal,17,199
04/04/2020,Friesland,21,Ziekenhuisopname,4,89
05/04/2020,Friesland,21,Overleden,0,16
05/04/2020,Friesland,21,Totaal,16,215
05/04/2020,Friesland,21,Ziekenhuisopname,4,93
06/04/2020,Friesland,21,Overleden,3,19
06/04/2020,Friesland,21,Totaal,7,222
06/04/2020,Friesland,21,Ziekenhuisopname,3,96
07/04/2020,Friesland,21,Overleden,2,21
07/04/2020,Friesland,21,Totaal,6,228
07/04/2020,Friesland,21,Ziekenhuisopname,1,97
08/04/2020,Friesland,21,Overleden,0,21
08/04/2020,Friesland,21,Totaal,33,261
08/04/2020,Friesland,21,Ziekenhuisopname,0,97
09/04/2020,Friesland,21,Overleden,1,22
09/04/2020,Friesland,21,Totaal,36,297
09/04/2020,Friesland,21,Ziekenhuisopname,1,98
10/04/2020,Friesland,21,Overleden,1,23
10/04/2020,Friesland,21,Totaal,32,329
10/04/2020,Friesland,21,Ziekenhuisopname,4,102
11/04/2020,Friesland,21,Overleden,0,23
11/04/2020,Friesland,21,Totaal,15,344
11/04/2020,Friesland,21,Ziekenhuisopname,2,104
12/04/2020,Friesland,21,Overleden,1,24
12/04/2020,Friesland,21,Totaal,18,362
12/04/2020,Friesland,21,Ziekenhuisopname,1,105
13/04/2020,Friesland,21,Overleden,4,28
13/04/2020,Friesland,21,Totaal,13,375
13/04/2020,Friesland,21,Ziekenhuisopname,2,107
14/04/2020,Friesland,21,Overleden,1,29
14/04/2020,Friesland,21,Totaal,9,384
14/04/2020,Friesland,21,Ziekenhuisopname,3,110
15/04/2020,Friesland,21,Overleden,1,30
15/04/2020,Friesland,21,Totaal,10,394
15/04/2020,Friesland,21,Ziekenhuisopname,2,112
16/04/2020,Friesland,21,Overleden,5,35
16/04/2020,Friesland,21,Totaal,29,423
16/04/2020,Friesland,21,Ziekenhuisopname,1,113
17/04/2020,Friesland,21,Overleden,1,36
17/04/2020,Friesland,21,Totaal,22,445
17/04/2020,Friesland,21,Ziekenhuisopname,1,114
18/04/2020,Friesland,21,Overleden,2,38
18/04/2020,Friesland,21,Totaal,11,456
18/04/2020,Friesland,21,Ziekenhuisopname,1,115
19/04/2020,Friesland,21,Overleden,2,40
19/04/2020,Friesland,21,Totaal,14,470
19/04/2020,Friesland,21,Ziekenhuisopname,2,117
20/04/2020,Friesland,21,Overleden,3,43
20/04/2020,Friesland,21,Totaal,3,473
20/04/2020,Friesland,21,Ziekenhuisopname,2,119
21/04/2020,Friesland,21,Overleden,3,46
21/04/2020,Friesland,21,Totaal,6,479
21/04/2020,Friesland,21,Ziekenhuisopname,0,119
22/04/2020,Friesland,21,Overleden,0,46
22/04/2020,Friesland,21,Totaal,13,492
22/04/2020,Friesland,21,Ziekenhuisopname,2,121
23/04/2020,Friesland,21,Overleden,2,48
23/04/2020,Friesland,21,Totaal,7,499
23/04/2020,Friesland,21,Ziekenhuisopname,1,122
24/04/2020,Friesland,21,Overleden,3,51
24/04/2020,Friesland,21,Totaal,12,511
24/04/2020,Friesland,21,Ziekenhuisopname,1,123
25/04/2020,Friesland,21,Overleden,1,52
25/04/2020,Friesland,21,Totaal,4,515
25/04/2020,Friesland,21,Ziekenhuisopname,1,124
26/04/2020,Friesland,21,Overleden,0,52
26/04/2020,Friesland,21,Totaal,4,519
26/04/2020,Friesland,21,Ziekenhuisopname,0,124
27/04/2020,Friesland,21,Overleden,0,52
27/04/2020,Friesland,21,Totaal,1,520
27/04/2020,Friesland,21,Ziekenhuisopname,0,124
