Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
21/10/2020,Zuid-Holland,28,Ziekenhuisopname,30,2916
22/10/2020,Zuid-Holland,28,Overleden,17,1574
22/10/2020,Zuid-Holland,28,Totaal,3028,77132
22/10/2020,Zuid-Holland,28,Ziekenhuisopname,33,2949
23/10/2020,Zuid-Holland,28,Overleden,11,1585
23/10/2020,Zuid-Holland,28,Totaal,2898,80030
23/10/2020,Zuid-Holland,28,Ziekenhuisopname,33,2982
24/10/2020,Zuid-Holland,28,Overleden,22,1607
24/10/2020,Zuid-Holland,28,Totaal,2630,82660
24/10/2020,Zuid-Holland,28,Ziekenhuisopname,21,3003
25/10/2020,Zuid-Holland,28,Overleden,5,1612
25/10/2020,Zuid-Holland,28,Totaal,2996,85656
25/10/2020,Zuid-Holland,28,Ziekenhuisopname,39,3042
26/10/2020,Zuid-Holland,28,Overleden,8,1620
26/10/2020,Zuid-Holland,28,Totaal,2903,88559
26/10/2020,Zuid-Holland,28,Ziekenhuisopname,34,3076
27/10/2020,Zuid-Holland,28,Overleden,27,1647
27/10/2020,Zuid-Holland,28,Totaal,3179,91738
27/10/2020,Zuid-Holland,28,Ziekenhuisopname,45,3121
28/10/2020,Zuid-Holland,28,Overleden,21,1668
28/10/2020,Zuid-Holland,28,Totaal,2148,93886
28/10/2020,Zuid-Holland,28,Ziekenhuisopname,21,3142
29/10/2020,Zuid-Holland,28,Overleden,16,1684
29/10/2020,Zuid-Holland,28,Totaal,2846,96732
29/10/2020,Zuid-Holland,28,Ziekenhuisopname,26,3168
30/10/2020,Zuid-Holland,28,Overleden,26,1710
30/10/2020,Zuid-Holland,28,Totaal,3173,99905
30/10/2020,Zuid-Holland,28,Ziekenhuisopname,26,3194
31/10/2020,Zuid-Holland,28,Overleden,11,1721
31/10/2020,Zuid-Holland,28,Totaal,2662,102567
31/10/2020,Zuid-Holland,28,Ziekenhuisopname,38,3232
01/11/2020,Zuid-Holland,28,Overleden,9,1730
01/11/2020,Zuid-Holland,28,Totaal,2512,105079
01/11/2020,Zuid-Holland,28,Ziekenhuisopname,37,3269
02/11/2020,Zuid-Holland,28,Overleden,5,1735
02/11/2020,Zuid-Holland,28,Totaal,2482,107561
02/11/2020,Zuid-Holland,28,Ziekenhuisopname,38,3307
03/11/2020,Zuid-Holland,28,Overleden,46,1781
03/11/2020,Zuid-Holland,28,Totaal,2288,109849
03/11/2020,Zuid-Holland,28,Ziekenhuisopname,27,3334
04/11/2020,Zuid-Holland,28,Overleden,42,1823
04/11/2020,Zuid-Holland,28,Totaal,1950,111799
04/11/2020,Zuid-Holland,28,Ziekenhuisopname,21,3355
05/11/2020,Zuid-Holland,28,Overleden,26,1849
05/11/2020,Zuid-Holland,28,Totaal,1917,113716
05/11/2020,Zuid-Holland,28,Ziekenhuisopname,32,3387
06/11/2020,Zuid-Holland,28,Overleden,24,1873
06/11/2020,Zuid-Holland,28,Totaal,2101,115817
06/11/2020,Zuid-Holland,28,Ziekenhuisopname,37,3424
07/11/2020,Zuid-Holland,28,Overleden,29,1902
07/11/2020,Zuid-Holland,28,Totaal,1770,117587
07/11/2020,Zuid-Holland,28,Ziekenhuisopname,74,3498
08/11/2020,Zuid-Holland,28,Overleden,7,1909
08/11/2020,Zuid-Holland,28,Totaal,1510,119097
08/11/2020,Zuid-Holland,28,Ziekenhuisopname,33,3531
09/11/2020,Zuid-Holland,28,Overleden,8,1917
09/11/2020,Zuid-Holland,28,Totaal,1259,120356
09/11/2020,Zuid-Holland,28,Ziekenhuisopname,16,3547
10/11/2020,Zuid-Holland,28,Overleden,22,1939
10/11/2020,Zuid-Holland,28,Totaal,1182,121538
10/11/2020,Zuid-Holland,28,Ziekenhuisopname,26,3573
11/11/2020,Zuid-Holland,28,Overleden,23,1962
11/11/2020,Zuid-Holland,28,Totaal,1533,123071
11/11/2020,Zuid-Holland,28,Ziekenhuisopname,28,3601
12/11/2020,Zuid-Holland,28,Overleden,21,1983
12/11/2020,Zuid-Holland,28,Totaal,1526,124597
12/11/2020,Zuid-Holland,28,Ziekenhuisopname,39,3640
13/11/2020,Zuid-Holland,28,Overleden,7,1990
13/11/2020,Zuid-Holland,28,Totaal,1487,126084
13/11/2020,Zuid-Holland,28,Ziekenhuisopname,18,3658
14/11/2020,Zuid-Holland,28,Overleden,27,2017
14/11/2020,Zuid-Holland,28,Totaal,1525,127609
14/11/2020,Zuid-Holland,28,Ziekenhuisopname,30,3688
15/11/2020,Zuid-Holland,28,Overleden,14,2031
15/11/2020,Zuid-Holland,28,Totaal,1579,129188
15/11/2020,Zuid-Holland,28,Ziekenhuisopname,40,3728
16/11/2020,Zuid-Holland,28,Overleden,14,2045
16/11/2020,Zuid-Holland,28,Totaal,1253,130441
16/11/2020,Zuid-Holland,28,Ziekenhuisopname,47,3775
17/11/2020,Zuid-Holland,28,Overleden,24,2069
17/11/2020,Zuid-Holland,28,Totaal,980,131421
17/11/2020,Zuid-Holland,28,Ziekenhuisopname,30,3805
18/11/2020,Zuid-Holland,28,Overleden,21,2090
18/11/2020,Zuid-Holland,28,Totaal,1196,132617
18/11/2020,Zuid-Holland,28,Ziekenhuisopname,45,3850
19/11/2020,Zuid-Holland,28,Overleden,20,2110
19/11/2020,Zuid-Holland,28,Totaal,1390,134007
19/11/2020,Zuid-Holland,28,Ziekenhuisopname,32,3882
20/11/2020,Zuid-Holland,28,Overleden,22,2132
20/11/2020,Zuid-Holland,28,Totaal,1540,135547
20/11/2020,Zuid-Holland,28,Ziekenhuisopname,29,3911
21/11/2020,Zuid-Holland,28,Overleden,10,2142
21/11/2020,Zuid-Holland,28,Totaal,1503,137050
21/11/2020,Zuid-Holland,28,Ziekenhuisopname,34,3945
22/11/2020,Zuid-Holland,28,Overleden,5,2147
22/11/2020,Zuid-Holland,28,Totaal,1342,138392
22/11/2020,Zuid-Holland,28,Ziekenhuisopname,28,3973
23/11/2020,Zuid-Holland,28,Overleden,39,2186
23/11/2020,Zuid-Holland,28,Totaal,1175,139567
23/11/2020,Zuid-Holland,28,Ziekenhuisopname,12,3985
24/11/2020,Zuid-Holland,28,Overleden,36,2222
24/11/2020,Zuid-Holland,28,Totaal,836,140403
24/11/2020,Zuid-Holland,28,Ziekenhuisopname,25,4010
25/11/2020,Zuid-Holland,28,Overleden,31,2253
25/11/2020,Zuid-Holland,28,Totaal,1363,141766
25/11/2020,Zuid-Holland,28,Ziekenhuisopname,32,4042
26/11/2020,Zuid-Holland,28,Overleden,10,2263
26/11/2020,Zuid-Holland,28,Totaal,1054,142820
26/11/2020,Zuid-Holland,28,Ziekenhuisopname,20,4062
27/11/2020,Zuid-Holland,28,Overleden,44,2307
27/11/2020,Zuid-Holland,28,Totaal,1271,144091
27/11/2020,Zuid-Holland,28,Ziekenhuisopname,28,4090
28/11/2020,Zuid-Holland,28,Overleden,14,2321
28/11/2020,Zuid-Holland,28,Totaal,1102,145193
28/11/2020,Zuid-Holland,28,Ziekenhuisopname,29,4119
29/11/2020,Zuid-Holland,28,Overleden,7,2328
29/11/2020,Zuid-Holland,28,Totaal,1319,146512
29/11/2020,Zuid-Holland,28,Ziekenhuisopname,29,4148
30/11/2020,Zuid-Holland,28,Overleden,15,2343
30/11/2020,Zuid-Holland,28,Totaal,958,147470
30/11/2020,Zuid-Holland,28,Ziekenhuisopname,15,4163
01/12/2020,Zuid-Holland,28,Overleden,12,2355
01/12/2020,Zuid-Holland,28,Totaal,819,148289
01/12/2020,Zuid-Holland,28,Ziekenhuisopname,22,4185
02/12/2020,Zuid-Holland,28,Overleden,9,2364
02/12/2020,Zuid-Holland,28,Totaal,1393,149682
02/12/2020,Zuid-Holland,28,Ziekenhuisopname,19,4204
03/12/2020,Zuid-Holland,28,Overleden,25,2389
03/12/2020,Zuid-Holland,28,Totaal,1338,151020
03/12/2020,Zuid-Holland,28,Ziekenhuisopname,25,4229
04/12/2020,Zuid-Holland,28,Overleden,16,2405
04/12/2020,Zuid-Holland,28,Totaal,1075,152095
04/12/2020,Zuid-Holland,28,Ziekenhuisopname,18,4247
05/12/2020,Zuid-Holland,28,Overleden,5,2410
05/12/2020,Zuid-Holland,28,Totaal,1254,153349
05/12/2020,Zuid-Holland,28,Ziekenhuisopname,18,4265
06/12/2020,Zuid-Holland,28,Overleden,4,2414
06/12/2020,Zuid-Holland,28,Totaal,1464,154813
06/12/2020,Zuid-Holland,28,Ziekenhuisopname,8,4273
07/12/2020,Zuid-Holland,28,Overleden,2,2416
07/12/2020,Zuid-Holland,28,Totaal,1664,156477
07/12/2020,Zuid-Holland,28,Ziekenhuisopname,29,4302
08/12/2020,Zuid-Holland,28,Overleden,12,2428
08/12/2020,Zuid-Holland,28,Totaal,1329,157806
08/12/2020,Zuid-Holland,28,Ziekenhuisopname,19,4321
09/12/2020,Zuid-Holland,28,Overleden,28,2456
09/12/2020,Zuid-Holland,28,Totaal,1334,159140
09/12/2020,Zuid-Holland,28,Ziekenhuisopname,22,4343
10/12/2020,Zuid-Holland,28,Overleden,18,2474
10/12/2020,Zuid-Holland,28,Totaal,1964,161104
10/12/2020,Zuid-Holland,28,Ziekenhuisopname,10,4353
11/12/2020,Zuid-Holland,28,Overleden,17,2491
11/12/2020,Zuid-Holland,28,Totaal,1924,163028
11/12/2020,Zuid-Holland,28,Ziekenhuisopname,17,4370
12/12/2020,Zuid-Holland,28,Overleden,18,2509
12/12/2020,Zuid-Holland,28,Totaal,2139,165167
12/12/2020,Zuid-Holland,28,Ziekenhuisopname,20,4390
13/12/2020,Zuid-Holland,28,Overleden,7,2516
13/12/2020,Zuid-Holland,28,Totaal,1971,167138
13/12/2020,Zuid-Holland,28,Ziekenhuisopname,24,4414
14/12/2020,Zuid-Holland,28,Overleden,7,2523
14/12/2020,Zuid-Holland,28,Totaal,1668,168806
14/12/2020,Zuid-Holland,28,Ziekenhuisopname,16,4430
15/12/2020,Zuid-Holland,28,Overleden,10,2533
15/12/2020,Zuid-Holland,28,Totaal,1073,169879
15/12/2020,Zuid-Holland,28,Ziekenhuisopname,16,4446
16/12/2020,Zuid-Holland,28,Overleden,15,2548
16/12/2020,Zuid-Holland,28,Totaal,2045,171924
16/12/2020,Zuid-Holland,28,Ziekenhuisopname,15,4461
17/12/2020,Zuid-Holland,28,Overleden,19,2567
17/12/2020,Zuid-Holland,28,Totaal,2936,174860
17/12/2020,Zuid-Holland,28,Ziekenhuisopname,33,4494
18/12/2020,Zuid-Holland,28,Overleden,49,2616
18/12/2020,Zuid-Holland,28,Totaal,2335,177195
18/12/2020,Zuid-Holland,28,Ziekenhuisopname,14,4508
19/12/2020,Zuid-Holland,28,Overleden,9,2625
19/12/2020,Zuid-Holland,28,Totaal,2252,179447
19/12/2020,Zuid-Holland,28,Ziekenhuisopname,34,4542
20/12/2020,Zuid-Holland,28,Overleden,4,2629
20/12/2020,Zuid-Holland,28,Totaal,2452,181899
20/12/2020,Zuid-Holland,28,Ziekenhuisopname,24,4566
21/12/2020,Zuid-Holland,28,Overleden,5,2634
21/12/2020,Zuid-Holland,28,Totaal,2103,184002
21/12/2020,Zuid-Holland,28,Ziekenhuisopname,29,4595
22/12/2020,Zuid-Holland,28,Overleden,21,2655
22/12/2020,Zuid-Holland,28,Totaal,1731,185733
22/12/2020,Zuid-Holland,28,Ziekenhuisopname,20,4615
23/12/2020,Zuid-Holland,28,Overleden,20,2675
23/12/2020,Zuid-Holland,28,Totaal,1959,187692
23/12/2020,Zuid-Holland,28,Ziekenhuisopname,35,4650
24/12/2020,Zuid-Holland,28,Overleden,12,2687
24/12/2020,Zuid-Holland,28,Totaal,2373,190065
24/12/2020,Zuid-Holland,28,Ziekenhuisopname,17,4667
25/12/2020,Zuid-Holland,28,Overleden,22,2709
25/12/2020,Zuid-Holland,28,Totaal,2133,192198
25/12/2020,Zuid-Holland,28,Ziekenhuisopname,22,4689
26/12/2020,Zuid-Holland,28,Overleden,12,2721
26/12/2020,Zuid-Holland,28,Totaal,2002,194200
26/12/2020,Zuid-Holland,28,Ziekenhuisopname,28,4717
27/12/2020,Zuid-Holland,28,Overleden,1,2722
27/12/2020,Zuid-Holland,28,Totaal,1374,195574
27/12/2020,Zuid-Holland,28,Ziekenhuisopname,16,4733
28/12/2020,Zuid-Holland,28,Overleden,7,2729
28/12/2020,Zuid-Holland,28,Totaal,1370,196944
28/12/2020,Zuid-Holland,28,Ziekenhuisopname,27,4760
29/12/2020,Zuid-Holland,28,Overleden,44,2773
29/12/2020,Zuid-Holland,28,Totaal,1501,198445
29/12/2020,Zuid-Holland,28,Ziekenhuisopname,30,4790
30/12/2020,Zuid-Holland,28,Overleden,25,2798
30/12/2020,Zuid-Holland,28,Totaal,1946,200391
30/12/2020,Zuid-Holland,28,Ziekenhuisopname,34,4824
31/12/2020,Zuid-Holland,28,Overleden,22,2820
31/12/2020,Zuid-Holland,28,Totaal,1846,202237
31/12/2020,Zuid-Holland,28,Ziekenhuisopname,28,4852
01/01/2021,Zuid-Holland,28,Overleden,20,2840
01/01/2021,Zuid-Holland,28,Totaal,1423,203660
01/01/2021,Zuid-Holland,28,Ziekenhuisopname,17,4869
02/01/2021,Zuid-Holland,28,Overleden,0,2840
02/01/2021,Zuid-Holland,28,Totaal,1611,205271
02/01/2021,Zuid-Holland,28,Ziekenhuisopname,9,4878
03/01/2021,Zuid-Holland,28,Overleden,2,2842
03/01/2021,Zuid-Holland,28,Totaal,1130,206401
03/01/2021,Zuid-Holland,28,Ziekenhuisopname,40,4918
04/01/2021,Zuid-Holland,28,Overleden,20,2862
04/01/2021,Zuid-Holland,28,Totaal,1344,207745
04/01/2021,Zuid-Holland,28,Ziekenhuisopname,33,4951
05/01/2021,Zuid-Holland,28,Overleden,27,2889
05/01/2021,Zuid-Holland,28,Totaal,1212,208957
05/01/2021,Zuid-Holland,28,Ziekenhuisopname,32,4983
06/01/2021,Zuid-Holland,28,Overleden,20,2909
06/01/2021,Zuid-Holland,28,Totaal,1463,210420
06/01/2021,Zuid-Holland,28,Ziekenhuisopname,29,5012
07/01/2021,Zuid-Holland,28,Overleden,22,2931
07/01/2021,Zuid-Holland,28,Totaal,1857,212277
07/01/2021,Zuid-Holland,28,Ziekenhuisopname,36,5048
08/01/2021,Zuid-Holland,28,Overleden,12,2943
08/01/2021,Zuid-Holland,28,Totaal,1318,213595
08/01/2021,Zuid-Holland,28,Ziekenhuisopname,14,5062
09/01/2021,Zuid-Holland,28,Overleden,20,2963
09/01/2021,Zuid-Holland,28,Totaal,1334,214929
09/01/2021,Zuid-Holland,28,Ziekenhuisopname,19,5081
10/01/2021,Zuid-Holland,28,Overleden,21,2984
10/01/2021,Zuid-Holland,28,Totaal,1130,216059
10/01/2021,Zuid-Holland,28,Ziekenhuisopname,19,5100
11/01/2021,Zuid-Holland,28,Overleden,7,2991
11/01/2021,Zuid-Holland,28,Totaal,863,216922
11/01/2021,Zuid-Holland,28,Ziekenhuisopname,21,5121
12/01/2021,Zuid-Holland,28,Overleden,37,3028
12/01/2021,Zuid-Holland,28,Totaal,900,217822
12/01/2021,Zuid-Holland,28,Ziekenhuisopname,27,5148
13/01/2021,Zuid-Holland,28,Overleden,39,3067
13/01/2021,Zuid-Holland,28,Totaal,1222,219044
13/01/2021,Zuid-Holland,28,Ziekenhuisopname,23,5171
14/01/2021,Zuid-Holland,28,Overleden,27,3094
14/01/2021,Zuid-Holland,28,Totaal,1161,220205
14/01/2021,Zuid-Holland,28,Ziekenhuisopname,34,5205
15/01/2021,Zuid-Holland,28,Overleden,16,3110
15/01/2021,Zuid-Holland,28,Totaal,1140,221345
15/01/2021,Zuid-Holland,28,Ziekenhuisopname,19,5224
16/01/2021,Zuid-Holland,28,Overleden,13,3123
16/01/2021,Zuid-Holland,28,Totaal,783,222128
16/01/2021,Zuid-Holland,28,Ziekenhuisopname,11,5235
17/01/2021,Zuid-Holland,28,Overleden,5,3128
17/01/2021,Zuid-Holland,28,Totaal,936,223064
17/01/2021,Zuid-Holland,28,Ziekenhuisopname,18,5253
18/01/2021,Zuid-Holland,28,Overleden,6,3134
18/01/2021,Zuid-Holland,28,Totaal,728,223792
18/01/2021,Zuid-Holland,28,Ziekenhuisopname,23,5276
19/01/2021,Zuid-Holland,28,Overleden,19,3153
19/01/2021,Zuid-Holland,28,Totaal,606,224398
19/01/2021,Zuid-Holland,28,Ziekenhuisopname,40,5316
20/01/2021,Zuid-Holland,28,Overleden,28,3181
20/01/2021,Zuid-Holland,28,Totaal,1180,225578
20/01/2021,Zuid-Holland,28,Ziekenhuisopname,23,5339
21/01/2021,Zuid-Holland,28,Overleden,22,3203
21/01/2021,Zuid-Holland,28,Totaal,1041,226619
21/01/2021,Zuid-Holland,28,Ziekenhuisopname,32,5371
22/01/2021,Zuid-Holland,28,Overleden,33,3236
22/01/2021,Zuid-Holland,28,Totaal,1158,227777
22/01/2021,Zuid-Holland,28,Ziekenhuisopname,30,5401
23/01/2021,Zuid-Holland,28,Overleden,24,3260
23/01/2021,Zuid-Holland,28,Totaal,866,228643
23/01/2021,Zuid-Holland,28,Ziekenhuisopname,25,5426
24/01/2021,Zuid-Holland,28,Overleden,7,3267
24/01/2021,Zuid-Holland,28,Totaal,834,229477
24/01/2021,Zuid-Holland,28,Ziekenhuisopname,23,5449
25/01/2021,Zuid-Holland,28,Overleden,13,3280
25/01/2021,Zuid-Holland,28,Totaal,835,230312
25/01/2021,Zuid-Holland,28,Ziekenhuisopname,29,5478
26/01/2021,Zuid-Holland,28,Overleden,22,3302
26/01/2021,Zuid-Holland,28,Totaal,720,231032
26/01/2021,Zuid-Holland,28,Ziekenhuisopname,30,5508
27/01/2021,Zuid-Holland,28,Overleden,21,3323
27/01/2021,Zuid-Holland,28,Totaal,899,231931
27/01/2021,Zuid-Holland,28,Ziekenhuisopname,21,5529
28/01/2021,Zuid-Holland,28,Overleden,21,3344
28/01/2021,Zuid-Holland,28,Totaal,840,232771
28/01/2021,Zuid-Holland,28,Ziekenhuisopname,8,5537
29/01/2021,Zuid-Holland,28,Overleden,13,3357
29/01/2021,Zuid-Holland,28,Totaal,776,233547
29/01/2021,Zuid-Holland,28,Ziekenhuisopname,12,5549
30/01/2021,Zuid-Holland,28,Overleden,24,3381
30/01/2021,Zuid-Holland,28,Totaal,714,234261
30/01/2021,Zuid-Holland,28,Ziekenhuisopname,20,5569
31/01/2021,Zuid-Holland,28,Overleden,8,3389
31/01/2021,Zuid-Holland,28,Totaal,674,234935
31/01/2021,Zuid-Holland,28,Ziekenhuisopname,15,5584
01/02/2021,Zuid-Holland,28,Overleden,9,3398
01/02/2021,Zuid-Holland,28,Totaal,557,235492
01/02/2021,Zuid-Holland,28,Ziekenhuisopname,15,5599
02/02/2021,Zuid-Holland,28,Overleden,19,3417
02/02/2021,Zuid-Holland,28,Totaal,794,236286
02/02/2021,Zuid-Holland,28,Ziekenhuisopname,18,5617
03/02/2021,Zuid-Holland,28,Overleden,17,3434
03/02/2021,Zuid-Holland,28,Totaal,619,236905
03/02/2021,Zuid-Holland,28,Ziekenhuisopname,19,5636
04/02/2021,Zuid-Holland,28,Overleden,21,3455
04/02/2021,Zuid-Holland,28,Totaal,760,237665
04/02/2021,Zuid-Holland,28,Ziekenhuisopname,23,5659
05/02/2021,Zuid-Holland,28,Overleden,9,3464
05/02/2021,Zuid-Holland,28,Totaal,935,238600
05/02/2021,Zuid-Holland,28,Ziekenhuisopname,23,5682
06/02/2021,Zuid-Holland,28,Overleden,7,3471
06/02/2021,Zuid-Holland,28,Totaal,746,239346
06/02/2021,Zuid-Holland,28,Ziekenhuisopname,23,5705
07/02/2021,Zuid-Holland,28,Overleden,8,3479
07/02/2021,Zuid-Holland,28,Totaal,694,240040
07/02/2021,Zuid-Holland,28,Ziekenhuisopname,24,5729
08/02/2021,Zuid-Holland,28,Overleden,13,3492
08/02/2021,Zuid-Holland,28,Totaal,409,240449
08/02/2021,Zuid-Holland,28,Ziekenhuisopname,14,5743
09/02/2021,Zuid-Holland,28,Overleden,12,3504
09/02/2021,Zuid-Holland,28,Totaal,331,240780
09/02/2021,Zuid-Holland,28,Ziekenhuisopname,17,5760
10/02/2021,Zuid-Holland,28,Overleden,17,3521
10/02/2021,Zuid-Holland,28,Totaal,579,241359
10/02/2021,Zuid-Holland,28,Ziekenhuisopname,24,5784
11/02/2021,Zuid-Holland,28,Overleden,14,3535
11/02/2021,Zuid-Holland,28,Totaal,971,242330
11/02/2021,Zuid-Holland,28,Ziekenhuisopname,24,5808
12/02/2021,Zuid-Holland,28,Overleden,10,3545
12/02/2021,Zuid-Holland,28,Totaal,846,243176
12/02/2021,Zuid-Holland,28,Ziekenhuisopname,23,5831
13/02/2021,Zuid-Holland,28,Overleden,17,3562
13/02/2021,Zuid-Holland,28,Totaal,900,244076
13/02/2021,Zuid-Holland,28,Ziekenhuisopname,18,5849
14/02/2021,Zuid-Holland,28,Overleden,4,3566
14/02/2021,Zuid-Holland,28,Totaal,613,244689
14/02/2021,Zuid-Holland,28,Ziekenhuisopname,14,5863
15/02/2021,Zuid-Holland,28,Overleden,2,3568
15/02/2021,Zuid-Holland,28,Totaal,450,245139
15/02/2021,Zuid-Holland,28,Ziekenhuisopname,17,5880
16/02/2021,Zuid-Holland,28,Overleden,13,3581
16/02/2021,Zuid-Holland,28,Totaal,554,245693
16/02/2021,Zuid-Holland,28,Ziekenhuisopname,17,5897
17/02/2021,Zuid-Holland,28,Overleden,17,3598
17/02/2021,Zuid-Holland,28,Totaal,727,246420
17/02/2021,Zuid-Holland,28,Ziekenhuisopname,25,5922
18/02/2021,Zuid-Holland,28,Overleden,22,3620
18/02/2021,Zuid-Holland,28,Totaal,960,247380
18/02/2021,Zuid-Holland,28,Ziekenhuisopname,17,5939
19/02/2021,Zuid-Holland,28,Overleden,14,3634
19/02/2021,Zuid-Holland,28,Totaal,948,248328
19/02/2021,Zuid-Holland,28,Ziekenhuisopname,23,5962
20/02/2021,Zuid-Holland,28,Overleden,9,3643
20/02/2021,Zuid-Holland,28,Totaal,815,249143
20/02/2021,Zuid-Holland,28,Ziekenhuisopname,40,6002
21/02/2021,Zuid-Holland,28,Overleden,5,3648
21/02/2021,Zuid-Holland,28,Totaal,814,249957
21/02/2021,Zuid-Holland,28,Ziekenhuisopname,15,6017
22/02/2021,Zuid-Holland,28,Overleden,5,3653
22/02/2021,Zuid-Holland,28,Totaal,802,250759
22/02/2021,Zuid-Holland,28,Ziekenhuisopname,26,6043
23/02/2021,Zuid-Holland,28,Overleden,23,3676
23/02/2021,Zuid-Holland,28,Totaal,711,251470
23/02/2021,Zuid-Holland,28,Ziekenhuisopname,23,6066
24/02/2021,Zuid-Holland,28,Overleden,15,3691
24/02/2021,Zuid-Holland,28,Totaal,804,252274
24/02/2021,Zuid-Holland,28,Ziekenhuisopname,19,6085
25/02/2021,Zuid-Holland,28,Overleden,11,3702
25/02/2021,Zuid-Holland,28,Totaal,1140,253414
25/02/2021,Zuid-Holland,28,Ziekenhuisopname,15,6100
26/02/2021,Zuid-Holland,28,Overleden,19,3721
26/02/2021,Zuid-Holland,28,Totaal,924,254338
26/02/2021,Zuid-Holland,28,Ziekenhuisopname,20,6120
27/02/2021,Zuid-Holland,28,Overleden,11,3732
27/02/2021,Zuid-Holland,28,Totaal,997,255335
27/02/2021,Zuid-Holland,28,Ziekenhuisopname,29,6149
28/02/2021,Zuid-Holland,28,Overleden,7,3739
28/02/2021,Zuid-Holland,28,Totaal,953,256288
28/02/2021,Zuid-Holland,28,Ziekenhuisopname,22,6171
01/03/2021,Zuid-Holland,28,Overleden,8,3747
01/03/2021,Zuid-Holland,28,Totaal,863,257151
01/03/2021,Zuid-Holland,28,Ziekenhuisopname,35,6206
02/03/2021,Zuid-Holland,28,Overleden,17,3764
02/03/2021,Zuid-Holland,28,Totaal,886,258037
02/03/2021,Zuid-Holland,28,Ziekenhuisopname,17,6223
03/03/2021,Zuid-Holland,28,Overleden,12,3776
03/03/2021,Zuid-Holland,28,Totaal,1041,259078
03/03/2021,Zuid-Holland,28,Ziekenhuisopname,20,6243
04/03/2021,Zuid-Holland,28,Overleden,9,3785
04/03/2021,Zuid-Holland,28,Totaal,964,260042
04/03/2021,Zuid-Holland,28,Ziekenhuisopname,13,6256
05/03/2021,Zuid-Holland,28,Overleden,8,3793
05/03/2021,Zuid-Holland,28,Totaal,1040,261082
05/03/2021,Zuid-Holland,28,Ziekenhuisopname,20,6276
06/03/2021,Zuid-Holland,28,Overleden,10,3803
06/03/2021,Zuid-Holland,28,Totaal,1080,262162
06/03/2021,Zuid-Holland,28,Ziekenhuisopname,18,6294
07/03/2021,Zuid-Holland,28,Overleden,8,3811
07/03/2021,Zuid-Holland,28,Totaal,996,263158
07/03/2021,Zuid-Holland,28,Ziekenhuisopname,25,6319
08/03/2021,Zuid-Holland,28,Overleden,5,3816
08/03/2021,Zuid-Holland,28,Totaal,933,264091
08/03/2021,Zuid-Holland,28,Ziekenhuisopname,21,6340
09/03/2021,Zuid-Holland,28,Overleden,14,3830
09/03/2021,Zuid-Holland,28,Totaal,970,265061
09/03/2021,Zuid-Holland,28,Ziekenhuisopname,23,6363
10/03/2021,Zuid-Holland,28,Overleden,11,3841
10/03/2021,Zuid-Holland,28,Totaal,1041,266102
10/03/2021,Zuid-Holland,28,Ziekenhuisopname,27,6390
11/03/2021,Zuid-Holland,28,Overleden,14,3855
11/03/2021,Zuid-Holland,28,Totaal,1284,267386
11/03/2021,Zuid-Holland,28,Ziekenhuisopname,15,6405
12/03/2021,Zuid-Holland,28,Overleden,7,3862
12/03/2021,Zuid-Holland,28,Totaal,1342,268728
12/03/2021,Zuid-Holland,28,Ziekenhuisopname,16,6421
13/03/2021,Zuid-Holland,28,Overleden,4,3866
13/03/2021,Zuid-Holland,28,Totaal,1405,270133
13/03/2021,Zuid-Holland,28,Ziekenhuisopname,20,6441
14/03/2021,Zuid-Holland,28,Overleden,7,3873
14/03/2021,Zuid-Holland,28,Totaal,1473,271606
14/03/2021,Zuid-Holland,28,Ziekenhuisopname,24,6465
15/03/2021,Zuid-Holland,28,Overleden,6,3879
15/03/2021,Zuid-Holland,28,Totaal,1368,272974
15/03/2021,Zuid-Holland,28,Ziekenhuisopname,18,6483
16/03/2021,Zuid-Holland,28,Overleden,5,3884
16/03/2021,Zuid-Holland,28,Totaal,1155,274129
16/03/2021,Zuid-Holland,28,Ziekenhuisopname,10,6493
17/03/2021,Zuid-Holland,28,Overleden,13,3897
17/03/2021,Zuid-Holland,28,Totaal,1510,275639
17/03/2021,Zuid-Holland,28,Ziekenhuisopname,26,6519
18/03/2021,Zuid-Holland,28,Overleden,16,3913
18/03/2021,Zuid-Holland,28,Totaal,1403,277042
18/03/2021,Zuid-Holland,28,Ziekenhuisopname,18,6537
19/03/2021,Zuid-Holland,28,Overleden,24,3937
19/03/2021,Zuid-Holland,28,Totaal,1950,278992
19/03/2021,Zuid-Holland,28,Ziekenhuisopname,26,6563
20/03/2021,Zuid-Holland,28,Overleden,3,3940
20/03/2021,Zuid-Holland,28,Totaal,1615,280607
20/03/2021,Zuid-Holland,28,Ziekenhuisopname,24,6587
21/03/2021,Zuid-Holland,28,Overleden,3,3943
21/03/2021,Zuid-Holland,28,Totaal,1720,282327
21/03/2021,Zuid-Holland,28,Ziekenhuisopname,25,6612
22/03/2021,Zuid-Holland,28,Overleden,2,3945
22/03/2021,Zuid-Holland,28,Totaal,1648,283975
22/03/2021,Zuid-Holland,28,Ziekenhuisopname,16,6628
23/03/2021,Zuid-Holland,28,Overleden,6,3951
23/03/2021,Zuid-Holland,28,Totaal,1298,285273
23/03/2021,Zuid-Holland,28,Ziekenhuisopname,22,6650
25/03/2021,Zuid-Holland,28,Overleden,7,3972
25/03/2021,Zuid-Holland,28,Totaal,1902,289039
